"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02741V03309","Sub Sector","UNIT","VALUE"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20143","2014Q3","10","Non commercial Semi-State companies","Euro","27.91"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20143","2014Q3","-","Total Public Sector including Semi State bodies","Euro","26.98"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20143","2014Q3","08","Total Public Sector excluding Semi State bodies","Euro","27.25"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","01","Civil service","Euro","24.97"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","02","Defence","Euro","21.89"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","03","Garda Siochana","Euro","24.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","04","Education","Euro","37.27"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","05","Regional bodies","Euro","22.65"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","06","Health","Euro","23.95"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","07","Semi-State companies","Euro","25.47"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","09","Commercial Semi-State companies","Euro","24.6"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","10","Non commercial Semi-State companies","Euro","27.92"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","-","Total Public Sector including Semi State bodies","Euro","27.13"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20144","2014Q4","08","Total Public Sector excluding Semi State bodies","Euro","27.44"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","01","Civil service","Euro","25.09"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","02","Defence","Euro","22.08"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","03","Garda Siochana","Euro","24.92"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","04","Education","Euro","37.07"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","05","Regional bodies","Euro","22.49"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","06","Health","Euro","23.94"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","07","Semi-State companies","Euro","25.56"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","09","Commercial Semi-State companies","Euro","24.72"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","10","Non commercial Semi-State companies","Euro","27.95"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","-","Total Public Sector including Semi State bodies","Euro","27.06"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20151","2015Q1","08","Total Public Sector excluding Semi State bodies","Euro","27.35"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","01","Civil service","Euro","24.91"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","02","Defence","Euro","22.03"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","03","Garda Siochana","Euro","24.86"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","04","Education","Euro","37.62"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","05","Regional bodies","Euro","22.48"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","06","Health","Euro","23.86"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","07","Semi-State companies","Euro","25.31"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","09","Commercial Semi-State companies","Euro","24.37"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","10","Non commercial Semi-State companies","Euro","27.88"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","-","Total Public Sector including Semi State bodies","Euro","26.97"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20152","2015Q2","08","Total Public Sector excluding Semi State bodies","Euro","27.28"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","01","Civil service","Euro","24.57"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","02","Defence","Euro","22.14"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","03","Garda Siochana","Euro","25.01"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","04","Education","Euro","37.55"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","05","Regional bodies","Euro","22.34"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","06","Health","Euro","23.62"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","07","Semi-State companies","Euro","25.81"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","09","Commercial Semi-State companies","Euro","25.08"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","10","Non commercial Semi-State companies","Euro","27.88"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","-","Total Public Sector including Semi State bodies","Euro","26.87"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20153","2015Q3","08","Total Public Sector excluding Semi State bodies","Euro","27.07"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","01","Civil service","Euro","24.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","02","Defence","Euro","21.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","03","Garda Siochana","Euro","25.05"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","04","Education","Euro","37.59"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","05","Regional bodies","Euro","22.74"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","06","Health","Euro","23.87"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","07","Semi-State companies","Euro","25.69"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","09","Commercial Semi-State companies","Euro","24.88"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","10","Non commercial Semi-State companies","Euro","28.09"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","-","Total Public Sector including Semi State bodies","Euro","27.09"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20154","2015Q4","08","Total Public Sector excluding Semi State bodies","Euro","27.34"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","01","Civil service","Euro","24.4"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","02","Defence","Euro","21.97"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","03","Garda Siochana","Euro","24.86"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","04","Education","Euro","37.28"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","05","Regional bodies","Euro","22.71"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","06","Health","Euro","23.72"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","07","Semi-State companies","Euro","25.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","09","Commercial Semi-State companies","Euro","25.35"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","10","Non commercial Semi-State companies","Euro","27.76"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","-","Total Public Sector including Semi State bodies","Euro","27.03"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20161","2016Q1","08","Total Public Sector excluding Semi State bodies","Euro","27.24"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","01","Civil service","Euro","23.58"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","02","Defence","Euro","21.83"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","03","Garda Siochana","Euro","25.04"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","04","Education","Euro","37.51"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","05","Regional bodies","Euro","22.75"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","06","Health","Euro","23.9"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","07","Semi-State companies","Euro","25.63"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","09","Commercial Semi-State companies","Euro","24.98"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","10","Non commercial Semi-State companies","Euro","27.63"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","-","Total Public Sector including Semi State bodies","Euro","26.91"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20162","2016Q2","08","Total Public Sector excluding Semi State bodies","Euro","27.13"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","01","Civil service","Euro","24.19"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","02","Defence","Euro","21.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","03","Garda Siochana","Euro","24.97"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","04","Education","Euro","37.57"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","05","Regional bodies","Euro","22.37"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","06","Health","Euro","23.68"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","07","Semi-State companies","Euro","25.77"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","09","Commercial Semi-State companies","Euro","25.29"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","10","Non commercial Semi-State companies","Euro","27.28"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","-","Total Public Sector including Semi State bodies","Euro","26.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20163","2016Q3","08","Total Public Sector excluding Semi State bodies","Euro","27.14"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","01","Civil service","Euro","24.43"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","02","Defence","Euro","21.86"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","03","Garda Siochana","Euro","24.78"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","04","Education","Euro","37.09"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","05","Regional bodies","Euro","22.75"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","06","Health","Euro","23.86"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","07","Semi-State companies","Euro","26.11"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","09","Commercial Semi-State companies","Euro","25.69"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","10","Non commercial Semi-State companies","Euro","27.37"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","-","Total Public Sector including Semi State bodies","Euro","27.08"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20164","2016Q4","08","Total Public Sector excluding Semi State bodies","Euro","27.26"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","01","Civil service","Euro","24.57"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","02","Defence","Euro","22.02"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","03","Garda Siochana","Euro","24.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","04","Education","Euro","37.29"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","05","Regional bodies","Euro","22.45"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","06","Health","Euro","23.78"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","07","Semi-State companies","Euro","26.4"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","09","Commercial Semi-State companies","Euro","26.08"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","10","Non commercial Semi-State companies","Euro","27.41"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","-","Total Public Sector including Semi State bodies","Euro","27.16"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20171","2017Q1","08","Total Public Sector excluding Semi State bodies","Euro","27.29"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","01","Civil service","Euro","25.19"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","02","Defence","Euro","21.73"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","03","Garda Siochana","Euro","25.5"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","04","Education","Euro","38.13"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","05","Regional bodies","Euro","22.85"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","06","Health","Euro","24.19"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","07","Semi-State companies","Euro","26.49"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","09","Commercial Semi-State companies","Euro","26.05"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","10","Non commercial Semi-State companies","Euro","27.74"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","-","Total Public Sector including Semi State bodies","Euro","27.51"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20172","2017Q2","08","Total Public Sector excluding Semi State bodies","Euro","27.7"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","01","Civil service","Euro","24.48"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","02","Defence","Euro","22.85"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","03","Garda Siochana","Euro","25.58"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","04","Education","Euro","39.11"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","05","Regional bodies","Euro","22.27"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","06","Health","Euro","24.25"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","07","Semi-State companies","Euro","26.45"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","09","Commercial Semi-State companies","Euro","26.02"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","10","Non commercial Semi-State companies","Euro","27.72"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","-","Total Public Sector including Semi State bodies","Euro","27.72"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20173","2017Q3","08","Total Public Sector excluding Semi State bodies","Euro","27.95"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","01","Civil service","Euro","24.76"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","02","Defence","Euro","22.96"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","03","Garda Siochana","Euro","25.7"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","04","Education","Euro","38.69"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","05","Regional bodies","Euro","22.32"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","06","Health","Euro","24.36"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","07","Semi-State companies","Euro","26.54"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","09","Commercial Semi-State companies","Euro","26.09"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","10","Non commercial Semi-State companies","Euro","27.77"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","-","Total Public Sector including Semi State bodies","Euro","27.75"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20174","2017Q4","08","Total Public Sector excluding Semi State bodies","Euro","27.97"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","01","Civil service","Euro","24.78"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","02","Defence","Euro","22.97"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","03","Garda Siochana","Euro","25.59"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","04","Education","Euro","39.47"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","05","Regional bodies","Euro","22.68"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","06","Health","Euro","24.59"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","07","Semi-State companies","Euro","26.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","09","Commercial Semi-State companies","Euro","26.53"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","10","Non commercial Semi-State companies","Euro","27.99"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","-","Total Public Sector including Semi State bodies","Euro","28.06"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20181","2018Q1","08","Total Public Sector excluding Semi State bodies","Euro","28.25"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","01","Civil service","Euro","24.94"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","02","Defence","Euro","23.31"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","03","Garda Siochana","Euro","25.66"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","04","Education","Euro","39.61"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","05","Regional bodies","Euro","22.63"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","06","Health","Euro","24.7"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","07","Semi-State companies","Euro","26.96"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","09","Commercial Semi-State companies","Euro","26.54"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","10","Non commercial Semi-State companies","Euro","28.1"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","-","Total Public Sector including Semi State bodies","Euro","28.1"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20182","2018Q2","08","Total Public Sector excluding Semi State bodies","Euro","28.31"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","01","Civil service","Euro","24.49"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","02","Defence","Euro","23.38"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","03","Garda Siochana","Euro","25.85"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","04","Education","Euro","40.2"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","05","Regional bodies","Euro","22.58"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","06","Health","Euro","24.63"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","07","Semi-State companies","Euro","26.83"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","09","Commercial Semi-State companies","Euro","26.46"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","10","Non commercial Semi-State companies","Euro","27.85"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","-","Total Public Sector including Semi State bodies","Euro","28.31"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20183","2018Q3","08","Total Public Sector excluding Semi State bodies","Euro","28.58"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","01","Civil service","Euro","25.13"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","02","Defence","Euro","23.58"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","03","Garda Siochana","Euro","25.44"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","04","Education","Euro","39.83"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","05","Regional bodies","Euro","22.81"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","06","Health","Euro","24.81"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","07","Semi-State companies","Euro","26.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","09","Commercial Semi-State companies","Euro","26.46"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","10","Non commercial Semi-State companies","Euro","28.13"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","-","Total Public Sector including Semi State bodies","Euro","28.39"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20184","2018Q4","08","Total Public Sector excluding Semi State bodies","Euro","28.64"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","01","Civil service","Euro","25.02"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","02","Defence","Euro","23.47"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","03","Garda Siochana","Euro","25.48"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","04","Education","Euro","39.79"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","05","Regional bodies","Euro","22.86"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","06","Health","Euro","24.75"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","07","Semi-State companies","Euro","27.16"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","09","Commercial Semi-State companies","Euro","26.82"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","10","Non commercial Semi-State companies","Euro","28.06"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","-","Total Public Sector including Semi State bodies","Euro","28.35"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20191","2019Q1","08","Total Public Sector excluding Semi State bodies","Euro","28.57"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","01","Civil service","Euro","24.87"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","02","Defence","Euro","23.61"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","03","Garda Siochana","Euro","25.76"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","04","Education","Euro","40.26"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","05","Regional bodies","Euro","22.74"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","06","Health","Euro","25.05"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","07","Semi-State companies","Euro","26.97"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","09","Commercial Semi-State companies","Euro","26.46"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","10","Non commercial Semi-State companies","Euro","28.33"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","-","Total Public Sector including Semi State bodies","Euro","28.42"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20192","2019Q2","08","Total Public Sector excluding Semi State bodies","Euro","28.69"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","01","Civil service","Euro","24.67"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","02","Defence","Euro","23.87"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","03","Garda Siochana","Euro","26.1"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","04","Education","Euro","40.74"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","05","Regional bodies","Euro","22.65"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","06","Health","Euro","25.13"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","07","Semi-State companies","Euro","27.42"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","09","Commercial Semi-State companies","Euro","26.98"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","10","Non commercial Semi-State companies","Euro","28.56"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","-","Total Public Sector including Semi State bodies","Euro","28.68"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20193","2019Q3","08","Total Public Sector excluding Semi State bodies","Euro","28.91"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","01","Civil service","Euro","25.31"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","02","Defence","Euro","24.85"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","03","Garda Siochana","Euro","25.99"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","04","Education","Euro","40.87"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","05","Regional bodies","Euro","23.04"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","06","Health","Euro","25.9"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","07","Semi-State companies","Euro","27.62"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","09","Commercial Semi-State companies","Euro","26.91"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","10","Non commercial Semi-State companies","Euro","29.26"
